"temperature_2m","windspeed_100m","sin_wd_100","Power"
4.7,2.64,0.874619707139396,0.3075
3.4,2.01,0.891006524188368,0.3437
3.5,1.39,-0.5,0.3799
3.1,2.2,-1,0.416
5.2,3.41,-0.848048096156426,0.4522
6.9,5.22,-0.809016994374948,0.4884
7.2,7.64,-0.694658370458998,0.5246
6.8,10.24,-0.587785252292473,0.5607
6.7,11.71,-0.515038074910054,0.5969
6.9,12.32,-0.615661475325658,0.6141
6.2,12.9,-0.587785252292473,0.6124
4.8,13.82,-0.515038074910054,0.6106
4,11.82,-0.587785252292473,0.6089
3.4,12.96,-0.615661475325658,0.6071
2.3,13.38,-0.669130606358858,0.6054
0.8,12.45,-0.707106781186548,0.6036
0.1,12.04,-0.743144825477395,0.5813
-0.4,12.42,-0.766044443118978,0.5383
-0.6,11.31,-0.777145961456971,0.4954
-1.1,9.96,-0.788010753606722,0.4524
-2,9.04,-0.788010753606722,0.4094
-3.5,8.42,-0.866025403784439,0.3665
-4.1,8.48,-0.788010753606722,0.3491
-4.7,8.46,-0.777145961456971,0.3573
-5.6,7.13,-0.829037572555042,0.3655
-4.8,7.59,-0.951056516295154,0.3736
-3.9,8.28,-0.90630778703665,0.3818
-2.6,9.1,-0.809016994374948,0.39
-2.6,9.21,-0.829037572555042,0.3982
-2.4,7.72,-0.857167300702112,0.4064
-2.6,8.98,-0.788010753606722,0.4145
-2.3,9.83,-0.707106781186548,0.4227
-2.5,10.62,-0.743144825477395,0.4309
-2.9,10.54,-0.707106781186548,0.4227
-2.5,10.28,-0.601815023152048,0.398
-2.7,10.92,-0.601815023152048,0.3734
-3.5,10.09,-0.629320391049838,0.3488
-3.5,8.85,-0.681998360062498,0.3241
-4,7.66,-0.656059028990507,0.2995
-4.5,6.11,-0.766044443118978,0.2748
-4.4,5.55,-0.92050485345244,0.2556
-4.4,5.71,-0.997564050259824,0.2419
-4.6,5.6,-1,0.2281
-5.3,6.8,-1,0.2144
-5.8,6.91,-0.999390827019096,0.2006
-5,7.55,-0.992546151641322,0.1869
-5.9,6.9,-0.999847695156391,0.2067
-5.9,8.24,-0.984807753012208,0.2601
-6.2,8.01,-0.987688340595138,0.3135
-5.5,9.42,-0.987688340595138,0.3669
-6.7,11.35,-0.927183854566787,0.4203
-7.6,12.8,-0.913545457642601,0.4737
-7.1,14.31,-0.891006524188368,0.5272
-6.2,15.25,-0.90630778703665,0.5806
-5.3,16.27,-0.92050485345244,0.634
-4.2,17.2,-0.951056516295154,0.6874
-3.2,18.07,-0.970295726275996,0.7408
-2.6,17.88,-0.996194698091746,0.7654
-0.1,18.64,-0.992546151641322,0.7611
0.3,17.3,-0.965925826289068,0.7568
1.1,17.19,-0.874619707139396,0.7525
-2.9,19.02,-0.694658370458998,0.7482
-7.8,17.4,-0.694658370458998,0.7439
-8.4,16.19,-0.719339800338651,0.7396
-9.1,14.43,-0.777145961456971,0.6946
-9.7,13.4,-0.809016994374948,0.6088
-10.1,13.35,-0.819152044288992,0.5229
-10.7,12.2,-0.766044443118978,0.4371
-11.8,9.9,-0.707106781186548,0.3513
-13.7,8.85,-0.73135370161917,0.2654
-15.5,7.49,-0.857167300702112,0.2276
-16.1,7.63,-0.927183854566787,0.2378
-16.5,8.63,-0.951056516295154,0.2481
-16.4,9.68,-0.939692620785908,0.2583
-15.9,9.1,-0.809016994374948,0.2685
-17.4,6.01,-0.694658370458998,0.2788
-15.3,1.92,-0.629320391049838,0.289
-19,1.22,0.819152044288992,0.2992
-18,3.67,0.438371146789077,0.3094
-16.9,8.51,-0.0523359562429436,0.3197
-17.1,9.7,-0.139173100960066,0.3299
-16.5,9.7,-0.0174524064372836,0.3564
-14.3,11.4,0.0174524064372834,0.3993
-13.9,12,0.0174524064372834,0.4421
-8.9,12.91,-0.0523359562429436,0.485
-5.9,13.42,-0.0523359562429436,0.5279
-3.6,14.21,-0.121869343405147,0.5707
-1.7,14.65,-0.190808995376545,0.6136
0.2,14.8,-0.224951054343865,0.6435
2.7,14.31,-0.258819045102521,0.6606
4.5,14.04,-0.292371704722737,0.6777
5.6,13.99,-0.3583679495453,0.6948
6.2,14.19,-0.4067366430758,0.7119
6.2,14.19,-0.484809620246337,0.729
7.5,15.03,-0.656059028990507,0.7368
7.8,14.95,-0.754709580222772,0.7355
7.9,15.26,-0.809016994374947,0.7341
7.6,14.85,-0.898794046299167,0.7327
7.1,14.19,-0.965925826289068,0.7314
6.4,13.23,-0.997564050259824,0.73
6.2,12.41,-0.999390827019096,0.7286
5.5,10.97,-0.984807753012208,0.7273
5,10.67,-0.965925826289068,0.7259
4.8,11.41,-0.913545457642601,0.7245
4.6,11.48,-0.838670567945424,0.7232
3.9,10.63,-0.819152044288992,0.677
4.1,10.04,-0.788010753606722,0.5859
3.1,9.57,-0.754709580222772,0.4948
2.7,9.12,-0.719339800338651,0.4037
2.7,8.5,-0.754709580222772,0.3127
3.7,7.3,-0.809016994374948,0.2216
5.4,6.55,-0.857167300702112,0.1305
7.1,5.95,-0.90630778703665,0.0971
8.4,5.33,-0.994521895368273,0.1212
9.4,5.14,-0.974370064785235,0.1454
9.4,5.99,-0.898794046299167,0.1696
9.1,6.93,-0.891006524188368,0.1937
7.6,7.88,-0.874619707139396,0.2179
6.9,6.8,-0.882947592858927,0.2498
6.5,7.8,-0.857167300702112,0.2893
7.1,8.6,-0.809016994374947,0.3289
7.4,11.1,-0.788010753606722,0.3684
7.3,13.26,-0.829037572555042,0.408
8.7,13.1,-0.857167300702112,0.4475
9.3,13.51,-0.819152044288992,0.487
9.3,13.79,-0.819152044288992,0.5266
9.4,14.04,-0.838670567945424,0.5661
10.1,14.59,-0.819152044288992,0.6057
10.8,14.81,-0.838670567945424,0.6452
10.3,14.13,-0.898794046299167,0.6534
10.3,13.57,-0.951056516295154,0.6302
9.3,12.78,-0.939692620785908,0.607
9.1,12.08,-0.951056516295154,0.5838
9.9,11.7,-0.951056516295154,0.5605
12.3,11.42,-0.939692620785908,0.5373
14.1,10.66,-0.92050485345244,0.5141
15.3,10.14,-0.927183854566787,0.4869
16.6,10.77,-0.927183854566787,0.4556
17.2,11.72,-0.898794046299167,0.4244
16.8,12.25,-0.898794046299167,0.3931
16.9,11.26,-0.951056516295154,0.3619
16.4,10.69,-0.981627183447664,0.3306
18.3,10.84,-0.970295726275996,0.3299
18.1,10.85,-0.951056516295154,0.3597
15,10.97,-0.874619707139396,0.3894
15.6,12.07,-0.857167300702112,0.4192
17,11.94,-0.898794046299167,0.449
17.2,12.41,-0.92050485345244,0.4788
16.1,11.92,-0.92050485345244,0.5085
15.2,11.64,-0.945518575599317,0.5383
15.5,11.21,-0.974370064785235,0.5681
15.2,10.61,-0.99026806874157,0.5978
15.1,10.6,-1,0.6276
14.5,10.13,-0.996194698091746,0.6354
14.5,10.07,-0.974370064785235,0.6211
12.4,9.75,-0.974370064785235,0.6068
11.1,10,-0.961261695938319,0.5925
11.8,11.58,-0.857167300702112,0.5782
13.2,10.79,-0.829037572555042,0.5639
14.9,10.87,-0.829037572555042,0.5496
16.4,10.91,-0.848048096156426,0.5352
16.9,11.41,-0.848048096156426,0.5206
17.2,10.29,-0.829037572555042,0.506
16.4,10.18,-0.719339800338651,0.4915
15.7,9.62,-0.615661475325658,0.4769
14.6,9.29,-0.559192903470747,0.4623
15.2,10.98,-0.544639035015027,0.45
15.8,10.62,-0.5,0.44
16,9.71,-0.422618261740699,0.43
16.1,10.25,-0.484809620246337,0.42
16,10.29,-0.469471562785891,0.41
15.7,10.06,-0.469471562785891,0.4
15.5,10.49,-0.573576436351046,0.39
15.2,9.8,-0.587785252292473,0.38
14.7,9.65,-0.64278760968654,0.37
13.9,7.73,-0.64278760968654,0.36
13.6,8.5,-0.754709580222772,0.35
12.7,7.13,-0.829037572555042,0.3516
13.3,6.96,-0.819152044288992,0.3648
12.4,6.3,-0.939692620785908,0.378
12.6,5.71,-0.998629534754574,0.3912
13.5,7.21,-0.956304755963035,0.4045
16.1,8.06,-0.92050485345244,0.4177
17.1,11.16,-0.857167300702112,0.4309
21.2,12.58,-0.798635510047293,0.4571
22,14.2,-0.798635510047293,0.4963
23.7,14.83,-0.766044443118978,0.5354
24.3,15.37,-0.743144825477394,0.5746
24.1,15.44,-0.798635510047293,0.6138
23.4,15.84,-0.829037572555042,0.6529
22.9,16.1,-0.809016994374947,0.6689
22,16.59,-0.819152044288992,0.6616
21.7,17.59,-0.838670567945424,0.6543
22.1,18.63,-0.857167300702112,0.647
22.2,18.03,-0.90630778703665,0.6398
22.7,16.71,-0.933580426497202,0.6325
23.3,15.12,-0.956304755963035,0.6252
23.9,13.61,-0.984807753012208,0.618
24.5,12.4,-0.984807753012208,0.6107
24.9,12.28,-0.961261695938319,0.6034
25.1,12.62,-0.945518575599317,0.5961
25,11.93,-0.956304755963035,0.567
26.5,12.42,-0.965925826289068,0.5159
26.7,12.2,-0.965925826289068,0.4648
26.7,11.74,-0.961261695938319,0.4138
27.1,11.26,-0.951056516295154,0.3627
29.3,10.85,-0.951056516295154,0.3116
32.1,9.97,-0.974370064785235,0.2605
35.7,10.01,-0.987688340595138,0.264
35.8,9.87,-0.951056516295154,0.3219
36.1,9.89,-0.882947592858927,0.3798
37.3,8.24,-0.838670567945424,0.4377
34.6,10.2,-0.469471562785891,0.4956
32.3,11.95,-0.694658370458997,0.5535
31.6,11.53,-0.707106781186547,0.5819
32,10.82,-0.707106781186547,0.5808
32.1,9.94,-0.642787609686539,0.5797
31,10.06,-0.469471562785891,0.5785
30.1,10.47,-0.422618261740699,0.5774
29.8,10.75,-0.309016994374947,0.5762
29.9,10.11,-0.422618261740699,0.5751
29,9.83,-0.515038074910054,0.574
28.3,9.8,-0.484809620246337,0.5728
27.6,9.57,-0.529919264233205,0.5717
26.3,9.21,-0.453990499739547,0.5706
25.6,9.57,-0.453990499739547,0.5677
24.3,8.38,-0.292371704722737,0.563
23.9,10.04,-0.224951054343865,0.5584
23.7,10.31,-0.342020143325669,0.5538
23.4,10.47,-0.422618261740699,0.5491
24.9,11.02,-0.4067366430758,0.5445
27,10.83,-0.4067366430758,0.5398
28.3,10.87,-0.4067366430758,0.5319
29.6,10.74,-0.4067366430758,0.5206
30.5,9.84,-0.3583679495453,0.5094
30.6,9.46,-0.275637355816999,0.4981
30.3,9.32,-0.156434465040231,0.4869
29.9,9.72,-0.0697564737441253,0.4756
31,10.6,0.0348994967025011,0.4549
32.5,10.34,0.0871557427476582,0.4247
33.4,10.2,0.0174524064372834,0.3944
33.9,9.8,-0.0174524064372836,0.3642
34.1,9.31,0.0348994967025011,0.334
33.7,8.94,0.0871557427476582,0.3038
33.6,8.29,0.139173100960065,0.2735
33.4,7.71,0.224951054343865,0.2433
33.3,8.16,0.292371704722737,0.2131
33.3,8.23,0.275637355816999,0.1828
33.1,7.23,0.241921895599668,0.1526
32.7,6.71,0.422618261740699,0.1354
33,5.68,0.438371146789077,0.1311
32.9,6.3,0.681998360062499,0.1268
32.6,7.23,0.754709580222772,0.1225
32.6,8.21,0.743144825477394,0.1182
32.8,8.91,0.694658370458997,0.1139
33,7.93,0.559192903470747,0.1096
33.1,7.07,0.707106781186548,0.1129
33.2,6.54,0.777145961456971,0.1238
33.2,5.88,0.848048096156426,0.1346
33.1,6.2,0.933580426497202,0.1454
33.1,7,0.927183854566787,0.1562
33.1,7.33,0.898794046299167,0.1671
33.3,7.02,0.809016994374947,0.1676
33,6.53,0.766044443118978,0.1578
32.7,5.58,0.838670567945424,0.1481
32.3,5.77,0.882947592858927,0.1383
32.4,5.99,0.898794046299167,0.1285
31.9,5.55,0.882947592858927,0.1188
32,6.02,0.743144825477394,0.109
31.9,5.92,0.601815023152048,0.0992
30.9,5.55,0.559192903470747,0.0894
29,5.14,0.453990499739547,0.0797
26.8,4.9,0.292371704722737,0.0699
26.2,4.82,0.0871557427476582,0.0674
28.9,3.44,0.438371146789077,0.0723
28.8,2.82,0.104528463267654,0.0772
28.6,2.8,1.22460635382238e-16,0.0821
29.3,2.1,-0.0523359562429436,0.087
30.1,0.95,0.309016994374948,0.0919
30.7,0.36,0.829037572555042,0.0968
31.1,0.58,0.857167300702112,0.1017
31.6,0.36,0.829037572555042,0.1066
31.8,0.63,-0.951056516295154,0.1115
32.1,1.58,-0.951056516295154,0.1164
32.4,2.05,-0.681998360062498,0.1213
32.1,2.68,-0.453990499739547,0.1262
31.3,5.19,-0.64278760968654,0.1311
30.3,5.62,-0.629320391049838,0.136
29.6,5.77,-0.559192903470747,0.1409
28.5,5.68,-0.469471562785891,0.1458
27.4,5.19,-0.469471562785891,0.1507
27.1,5.73,-0.694658370458998,0.1556
26.5,6.64,-0.798635510047293,0.1605
26,7,-0.857167300702112,0.1654
26.2,7.8,-0.92050485345244,0.1703
25.8,8.16,-0.945518575599317,0.1752
25.5,9.59,-0.866025403784439,0.1801
27.1,9.87,-0.766044443118978,0.1777
28.4,9.39,-0.777145961456971,0.168
29.2,9.54,-0.788010753606722,0.1584
29.3,9.46,-0.777145961456971,0.1488
29.1,9.15,-0.829037572555042,0.1391
29.5,8.87,-0.866025403784439,0.1295
30.2,8.19,-0.882947592858927,0.1198
30.7,8.34,-0.866025403784439,0.1319
31,8.37,-0.874619707139396,0.1656
31.6,8.18,-0.838670567945424,0.1994
31.7,8.32,-0.891006524188368,0.2331
31.6,8.42,-0.939692620785908,0.2669
31.3,8.88,-0.970295726275997,0.3006
30.4,9.55,-0.92050485345244,0.3069
29.8,10.38,-0.90630778703665,0.2858
29.3,10.91,-0.891006524188368,0.2647
28.4,10.59,-0.829037572555042,0.2435
28.1,9.72,-0.798635510047293,0.2224
27.6,8.79,-0.829037572555042,0.2013
27.9,7.47,-0.90630778703665,0.1801
27.5,7.08,-0.92050485345244,0.159
27.7,7.28,-0.961261695938319,0.1378
27.4,7.16,-0.965925826289068,0.1167
27.5,6.45,-0.945518575599317,0.0956
27,4.69,-0.766044443118978,0.0846
26.3,4.6,-0.743144825477395,0.0837
26.2,4.22,-0.809016994374948,0.0828
26.5,4.81,-0.978147600733806,0.0819
27.1,5.36,-0.987688340595138,0.081
27.6,4,-0.848048096156426,0.0801
27.9,3.74,-0.961261695938319,0.0792
28.2,3.16,-0.981627183447664,0.0783
28.5,2.62,-0.951056516295154,0.0775
28.8,1.84,-0.874619707139396,0.0766
28.9,1.25,-0.484809620246337,0.0757
28.7,1.17,0.515038074910054,0.0748
27.5,2.06,0.874619707139396,0.0739
26.7,2.73,0.99026806874157,0.073
25.5,2.82,0.956304755963035,0.0721
25.7,2.91,0.961261695938319,0.0712
26.2,2.01,0.994521895368273,0.0704
26.2,0.81,0.992546151641322,0.0695
24.5,1.48,-0.469471562785891,0.0686
26.1,1.57,-0.891006524188368,0.0677
26.2,1.39,-0.933580426497202,0.0668
26,3,-0.438371146789078,0.0659
25.4,3.92,-0.104528463267653,0.065
23.5,4.9,-0.0348994967025008,0.0642
24.3,5.05,0.139173100960065,0.0633
25.3,5.6,-2.44921270764475e-16,0.0624
23.1,5.94,0.121869343405147,0.0615
22.1,5.24,0.224951054343865,0.0606
21.6,3.16,0.190808995376545,0.0597
21.6,3.1,0.3583679495453,0.0588
22,3.01,0.258819045102521,0.0579
22.4,3.71,0.0523359562429438,0.0802
22.8,4.22,-0.0871557427476583,0.1256
23.2,4.61,-0.224951054343865,0.171
23.5,5.65,-0.224951054343865,0.2165
23.6,6.53,-0.258819045102521,0.2619
23.5,8.89,-0.292371704722737,0.3073
22,7.91,-0.309016994374948,0.3231
21.9,9.24,-0.275637355816999,0.3092
21,9.39,-0.241921895599668,0.2953
20.8,8.77,-0.121869343405147,0.2815
20.8,8.41,0.0523359562429438,0.2676
20.7,7.96,0.121869343405147,0.2537
20.8,7.9,0.0174524064372835,0.2399
20.9,7.91,-0.0523359562429444,0.226
21,8.57,-0.121869343405147,0.2122
20.9,8.69,-0.20791169081776,0.1983
20.8,8.88,-0.241921895599668,0.1844
20.8,9.43,-0.292371704722737,0.1823
21.1,9.82,-0.156434465040231,0.192
20.9,10.11,-0.241921895599668,0.2016
20.3,10.4,-0.309016994374948,0.2112
20.1,10.41,-0.342020143325669,0.2209
19.9,10.01,-0.374606593415912,0.2305
20.9,9.62,-0.358367949545301,0.2402
21.8,9.04,-0.309016994374948,0.2546
22.4,8.42,-0.342020143325669,0.2738
22.6,8.52,-0.374606593415912,0.2929
22.8,9.14,-0.390731128489274,0.3121
22.6,9.17,-0.422618261740699,0.3312
21.9,8.63,-0.422618261740699,0.3504
20.1,8.41,-0.309016994374948,0.3605
19.4,8.99,-0.438371146789078,0.3614
18.1,10.07,-0.559192903470747,0.3623
16.6,10.29,-0.559192903470747,0.3632
16.2,10.43,-0.559192903470747,0.3641
16.2,10.58,-0.601815023152048,0.365
16.3,10.82,-0.615661475325658,0.3659
15.4,11.37,-0.629320391049838,0.3668
14.3,11.37,-0.629320391049838,0.3677
13.9,10.79,-0.64278760968654,0.3686
14.2,9.85,-0.656059028990507,0.3695
14.1,9.06,-0.743144825477395,0.3863
13.2,10.32,-0.788010753606722,0.4189
12.5,10.5,-0.798635510047293,0.4515
12.7,10.65,-0.766044443118978,0.4841
12.1,10.87,-0.777145961456971,0.5167
12.5,10.48,-0.743144825477395,0.5493
13.8,9.79,-0.64278760968654,0.5819
15.1,9.4,-0.573576436351046,0.5846
15.8,9.38,-0.515038074910054,0.5574
16.3,9.52,-0.529919264233205,0.5302
16.6,9.53,-0.629320391049838,0.503
16.4,10.12,-0.681998360062498,0.4758
16,10.96,-0.719339800338651,0.4486
12.8,10.15,-0.559192903470747,0.4455
13.6,11.67,-0.681998360062498,0.4664
14.2,12.42,-0.798635510047293,0.4873
14.5,13.46,-0.882947592858927,0.5082
14.7,14.55,-0.913545457642601,0.5291
16.5,14.6,-0.92050485345244,0.55
18.3,14.75,-0.92050485345244,0.5709
19.7,14.47,-0.933580426497202,0.5918
19.8,14.71,-0.939692620785908,0.6127
20.9,15.26,-0.927183854566787,0.6336
19.3,15.8,-0.913545457642601,0.6545
19.4,16.29,-0.874619707139396,0.6623
20.1,16.03,-0.838670567945424,0.657
20.8,15.74,-0.809016994374948,0.6516
19.9,15.79,-0.777145961456971,0.6462
19.9,15.99,-0.73135370161917,0.6409
21.6,16.05,-0.694658370458998,0.6355
23.1,15.42,-0.694658370458998,0.6302
24.6,15.5,-0.73135370161917,0.634
26,16.09,-0.754709580222772,0.6469
27.1,16.84,-0.73135370161917,0.6598
28,15.27,-0.719339800338651,0.6727
28.2,14.72,-0.73135370161917,0.6856
27.4,15.15,-0.743144825477395,0.6985
27.1,15.31,-0.754709580222772,0.7033
26.4,15.13,-0.777145961456971,0.6999
25.9,15.93,-0.777145961456971,0.6965
25.6,15.89,-0.766044443118978,0.6931
25.6,15.64,-0.73135370161917,0.6897
25.3,16.06,-0.777145961456971,0.6862
25.3,15.68,-0.766044443118978,0.6828
25.4,15.59,-0.754709580222772,0.6794
26.2,15.06,-0.707106781186548,0.676
26.2,13.94,-0.669130606358858,0.6726
26.5,13.55,-0.656059028990507,0.6692
26.5,13.23,-0.629320391049838,0.6555
25.4,12.21,-0.573576436351046,0.6316
25,10.9,-0.615661475325658,0.6077
24.7,10.62,-0.681998360062498,0.5838
26.2,10.82,-0.707106781186548,0.5598
27.8,10.82,-0.73135370161917,0.5359
29.7,11.1,-0.694658370458998,0.512
31.4,12.69,-0.656059028990507,0.5135
31.4,13.65,-0.573576436351046,0.5406
31.4,13.15,-0.529919264233205,0.5677
