"temperature_2m","windspeed_100m","sin_wd_100","Power"
5.1,10.37,-0.956304755963035,0.8376
5.3,10.19,-0.961261695938319,0.7976
5.1,10.1,-0.961261695938319,0.7575
4.2,9.75,-0.965925826289068,0.7175
2.8,9.99,-0.951056516295154,0.6775
2.5,9.46,-0.951056516295154,0.6407
1.7,9.52,-0.945518575599317,0.6071
0.5,9.53,-0.933580426497202,0.5736
0.5,8.96,-0.913545457642601,0.54
0.3,8.46,-0.913545457642601,0.5065
-0.2,8.9,-0.898794046299167,0.4729
-1.6,8.14,-0.90630778703665,0.4394
-2,7.87,-0.898794046299167,0.4058
-2.2,7.54,-0.927183854566787,0.3723
-2.8,7.53,-0.956304755963035,0.3387
-3.9,7.75,-0.939692620785908,0.3052
-5.2,7.31,-0.945518575599317,0.2959
-5.1,6,-0.981627183447664,0.311
-6.7,5.81,-0.981627183447664,0.3261
-6.5,5.82,-0.961261695938319,0.3412
-4.1,5.6,-0.945518575599317,0.3563
-2.6,6.17,-0.939692620785908,0.3713
-1,6.84,-0.965925826289068,0.3864
0.3,7.6,-0.961261695938319,0.396
0.9,8.1,-0.939692620785908,0.4002
1.2,8.14,-0.90630778703665,0.4044
0.9,7.87,-0.891006524188368,0.4086
0.4,7.83,-0.891006524188368,0.4128
-1.2,7.24,-0.898794046299167,0.417
-0.5,7.41,-0.848048096156426,0.4145
-2,7.39,-0.866025403784439,0.4053
-2.5,7.34,-0.874619707139396,0.396
-3.2,7.11,-0.882947592858927,0.3868
-3.7,6.84,-0.891006524188368,0.3775
-4.2,6.32,-0.92050485345244,0.3683
-4.8,6,-0.913545457642601,0.3591
-5.7,6.04,-0.961261695938319,0.3498
-6.1,6.18,-0.970295726275997,0.3406
-7.1,6.33,-0.961261695938319,0.3313
-8.2,6.65,-0.933580426497202,0.3221
-8.8,6.71,-0.956304755963035,0.3093
-7.9,6.99,-0.974370064785235,0.293
-8.9,7.2,-0.970295726275997,0.2767
-9.1,7.2,-0.970295726275997,0.2604
-7.4,6.58,-0.956304755963035,0.2441
-5.7,6.36,-0.945518575599317,0.2278
-3.5,6.06,-0.974370064785235,0.2115
-1.3,6.16,-0.974370064785235,0.1965
0.2,6.18,-0.970295726275997,0.1828
1.2,5.95,-0.956304755963035,0.1691
1.5,5.79,-0.933580426497202,0.1554
0.5,5.5,-0.90630778703665,0.1417
-3.3,5.24,-0.913545457642601,0.128
-1.7,5.42,-0.996194698091746,0.122
-4.2,5.9,-0.999390827019096,0.1236
-4,6.7,-0.999847695156391,0.1253
-4.4,7.31,-0.999390827019096,0.1269
-5.2,7.12,-0.997564050259824,0.1286
-6.1,6.63,-0.996194698091746,0.1302
-7,6.36,-0.99026806874157,0.1319
-7.8,6.32,-0.981627183447664,0.1335
-9.3,5.98,-0.984807753012208,0.1352
-9.8,5.92,-0.996194698091746,0.1368
-10.3,5.9,-0.999847695156391,0.1385
-11.1,5.7,-0.999390827019096,0.1501
-6.7,6.12,-0.981627183447664,0.1718
-8.4,6.46,-0.99026806874157,0.1934
-7,7.14,-0.994521895368273,0.215
-3.3,7.33,-0.996194698091746,0.2366
0.1,6.86,-0.99026806874157,0.2582
3.5,7.13,-0.965925826289068,0.2799
5.7,8.47,-0.92050485345244,0.3182
6.6,9.08,-0.882947592858927,0.3733
6.6,9.04,-0.874619707139396,0.4284
6.4,9.39,-0.891006524188368,0.4835
5.6,9.66,-0.891006524188368,0.5386
3.8,9.7,-0.898794046299167,0.5937
3.3,9.35,-0.898794046299167,0.6071
2.1,9.21,-0.829037572555042,0.5789
1.2,9.14,-0.798635510047293,0.5506
0.4,8.94,-0.766044443118978,0.5224
-0.5,8.57,-0.743144825477395,0.4942
-1.4,8.54,-0.788010753606722,0.4659
-2.3,8.63,-0.819152044288992,0.4377
-3.1,8.38,-0.809016994374948,0.4095
-4.1,7.67,-0.766044443118978,0.3812
-5.2,7.04,-0.777145961456971,0.353
-5.9,7.18,-0.819152044288992,0.3247
-6.7,6.68,-0.777145961456971,0.2884
-6.4,5.61,-0.857167300702112,0.2441
-8.9,5.06,-0.866025403784439,0.1997
-8,4.97,-0.90630778703665,0.1553
-4,4.03,-0.992546151641322,0.1109
-0.6,1.5,-0.798635510047293,0.0666
3,2.01,-0.104528463267653,0.0222
6.4,3.26,-0.190808995376545,0.0263
9.6,4.24,-0.139173100960066,0.0789
12.1,5.16,-0.156434465040231,0.1314
13,5.5,0.0348994967025011,0.184
11.9,6.68,0.292371704722737,0.2366
10.8,8.67,0.292371704722737,0.2891
10.8,9.32,0.156434465040231,0.3101
12.3,10.44,0.156434465040231,0.2993
13.1,11.4,0.139173100960065,0.2885
13.9,11.92,0.0523359562429438,0.2778
14.3,11.99,-0.224951054343865,0.267
14.7,10.7,-0.4067366430758,0.2562
15.2,9.64,-0.390731128489274,0.2455
15.1,10.62,-0.390731128489274,0.2347
14.9,9.71,-0.573576436351046,0.2239
16.1,8.03,-0.629320391049838,0.2132
16.1,7.66,-0.656059028990507,0.2024
13.2,7.58,-0.656059028990507,0.183
12.6,6.28,-0.857167300702112,0.1548
9.4,4.16,-0.819152044288992,0.1267
10.3,4.03,-0.694658370458997,0.0985
16,4.7,-0.453990499739547,0.0704
19.1,2.96,-0.20791169081776,0.0422
21.5,2.64,-0.422618261740699,0.0141
22.8,2.16,-0.224951054343865,0.0365
23.6,2.43,0.156434465040231,0.1095
24.2,3.98,0.422618261740699,0.1824
24.9,5.34,0.615661475325658,0.2554
24.4,7.31,0.642787609686539,0.3284
24.2,8.16,0.587785252292473,0.4014
23.1,9.45,0.5,0.4348
23.3,9.89,0.4067366430758,0.4287
23.5,10.38,0.438371146789077,0.4226
24.1,12.09,0.275637355816999,0.4165
25.2,11.91,0.258819045102521,0.4105
26.1,11.14,0.275637355816999,0.4044
26.8,10.54,0.292371704722737,0.3983
28.1,10.22,0.207911690817759,0.3922
29.3,9.72,0.156434465040231,0.3861
30.4,9.79,0.139173100960065,0.3801
31.3,9.16,0.190808995376545,0.374
32.3,9.31,0.156434465040231,0.3743
32,10.43,0.241921895599668,0.3812
32.6,10.28,0.224951054343865,0.388
33.9,11.09,0.224951054343865,0.3949
35,11.4,0.190808995376545,0.4017
36.3,9.92,0.207911690817759,0.4086
37.4,9.91,0.156434465040231,0.4154
38.6,10.8,-0.0174524064372836,0.4589
39.9,11.64,-0.241921895599668,0.5391
41.2,11.91,-0.656059028990507,0.6192
37.7,12.31,-0.999390827019096,0.6994
33.7,15.24,-0.978147600733806,0.7796
30,15.62,-0.984807753012208,0.8597
28.4,15.42,-0.998629534754574,0.8589
25.4,15.63,-0.997564050259824,0.7771
20,15.6,-0.999847695156391,0.6953
15.9,15.23,-0.997564050259824,0.6135
14.2,13.6,-0.999847695156391,0.5317
12.5,12.62,-0.998629534754574,0.4499
11.2,11.96,-0.994521895368273,0.3681
10.4,8.84,-0.996194698091746,0.2863
10.7,8.39,-0.965925826289068,0.2045
11.8,6.04,-0.992546151641322,0.1227
12.6,3.23,-0.961261695938319,0.0409
12.6,3.5,-0.601815023152048,0
13.7,4.57,-0.17364817766693,0
16,6.05,0.139173100960065,0
18.5,8.93,0.275637355816999,0
23.1,8.7,-0.0174524064372836,0
27.3,6.69,-0.374606593415912,0
32.2,5.23,-0.438371146789077,0
35.4,4.53,-0.754709580222772,0.053
35,3.69,-0.838670567945424,0.1589
27.5,7.01,-0.0348994967025008,0.2648
25.1,7.3,0.0174524064372835,0.3707
23.1,6.14,0.121869343405147,0.4766
21.4,7.32,0.17364817766693,0.5825
16.6,8.64,0.275637355816999,0.6095
16,5.63,0.342020143325669,0.5574
15,8,-2.44921270764475e-16,0.5053
14.1,8.2,0.156434465040231,0.4533
14,7.75,0.190808995376545,0.4012
13.5,6.9,-2.44921270764475e-16,0.3491
12.7,8,-0.0174524064372836,0.2971
11.9,7.02,0.0697564737441253,0.245
11.4,6.25,0.121869343405147,0.1929
11,5.66,0.139173100960065,0.1409
10.6,4.5,-2.44921270764475e-16,0.0888
10.4,5.6,-0.0348994967025008,0.0629
11.4,5.3,-2.44921270764475e-16,0.0633
11,4.81,-0.20791169081776,0.0636
10.6,5.28,-0.453990499739547,0.064
11.3,5.06,-0.5,0.0643
12.3,3.84,-0.629320391049838,0.0646
13.3,4.57,-0.874619707139396,0.065
14.7,5.61,-0.927183854566787,0.0891
15.7,6.23,-0.945518575599317,0.1371
16.4,6.5,-0.970295726275997,0.1851
17,6.95,-0.992546151641322,0.233
15.9,7.84,-0.994521895368273,0.281
14.1,9.28,-0.992546151641322,0.329
13.8,9.6,-0.99026806874157,0.3514
13.2,10.11,-0.90630778703665,0.3483
11.8,9.08,-0.891006524188368,0.3451
10.5,7.66,-0.913545457642601,0.342
9.1,7.68,-0.951056516295154,0.3388
8,7.95,-0.933580426497202,0.3357
6.5,8.27,-0.848048096156426,0.3326
5.2,7.84,-0.788010753606722,0.3294
2.7,7.78,-0.719339800338651,0.3263
1.1,7.57,-0.694658370458998,0.3232
-0.4,7.36,-0.601815023152048,0.32
-0.7,7.33,-0.438371146789078,0.2957
0.7,5.85,-0.342020143325669,0.2502
-0.2,4.96,-0.156434465040231,0.2047
0.1,3.9,0.0174524064372835,0.1592
0.8,3.88,0.207911690817759,0.1137
1.9,2.83,0.139173100960065,0.0682
2.9,2.68,0.453990499739547,0.0227
4,2.1,0.422618261740699,0.0023
5.2,2.61,0.529919264233205,0.007
6.1,2.55,0.669130606358858,0.0117
6.9,1.7,0.766044443118978,0.0164
7.4,2.27,0.656059028990507,0.0211
7.2,3.18,0.719339800338651,0.0257
5.7,3.54,0.73135370161917,0.0268
6.9,3.18,0.719339800338651,0.0243
7.8,2.92,0.927183854566787,0.0217
8.6,2.63,0.987688340595138,0.0191
8.8,3.01,0.997564050259824,0.0166
9.6,2.33,0.984807753012208,0.014
7.8,2.73,0.913545457642601,0.0115
10,2.98,0.642787609686539,0.0089
11.8,2.77,0.224951054343865,0.0064
11.6,2.72,-0.104528463267653,0.0038
9.4,2.92,-0.374606593415912,0.0013
9.5,2.58,-0.809016994374947,0
8.9,2.42,-0.992546151641322,0
6.7,2.8,-1,0
6,3.62,-0.994521895368273,0
10.2,4.05,-0.939692620785908,0
13.3,3.79,-0.951056516295154,0
16.5,3.2,-0.999390827019096,0
19.5,3.61,-0.998629534754574,0.0031
21.6,3.82,-0.994521895368273,0.0092
23,3.82,-0.994521895368273,0.0153
22.6,3.71,-0.996194698091746,0.0215
17.6,3.82,-0.994521895368273,0.0276
13.2,4.74,-0.992546151641322,0.0337
13.6,5.46,-0.99026806874157,0.036
11.5,6.48,-0.974370064785235,0.0345
10.4,6.56,-0.933580426497202,0.033
9.6,6.95,-0.866025403784439,0.0314
8.5,6.86,-0.798635510047293,0.0299
7.4,6.7,-0.615661475325658,0.0284
3.3,5.68,-0.469471562785891,0.0268
5.8,4.38,-0.453990499739547,0.0253
3.4,3.81,-0.5,0.0238
2.2,3.24,-0.559192903470747,0.0222
0.7,2.61,-0.848048096156426,0.0207
2.4,2.31,-0.951056516295154,0.0195
1,3.19,-0.848048096156426,0.0188
-0.3,3.21,-0.997564050259824,0.018
4.2,3.11,-0.997564050259824,0.0172
6.5,3.03,-0.99026806874157,0.0164
10.5,3.36,-0.866025403784438,0.0156
17.6,2.76,-0.719339800338651,0.0148
21.8,2.76,-0.694658370458997,0.0132
25.3,3.94,-0.587785252292473,0.0108
27.6,4,-0.601815023152048,0.0084
26.9,3.88,-0.573576436351046,0.006
30.1,2.91,-0.656059028990507,0.0036
28.5,2.44,-0.573576436351046,0.0012
26.1,2.39,-0.544639035015027,0.0085
21.6,3.01,-0.258819045102521,0.0254
15.3,3.96,-0.17364817766693,0.0424
12,4.88,-0.190808995376545,0.0593
14.1,6.61,-0.309016994374947,0.0762
14.3,6.76,-0.4067366430758,0.0932
11.8,5.99,-0.438371146789077,0.1101
13.4,5.77,-0.469471562785891,0.1271
14.5,5.28,-0.484809620246337,0.144
17.7,4.94,-0.3583679495453,0.1609
19.9,5.33,-0.390731128489274,0.1779
19.3,4.66,-0.390731128489274,0.1759
23.2,4.83,-0.4067366430758,0.155
23.2,3.83,-0.258819045102521,0.134
24.4,3.61,0.241921895599668,0.1131
25.8,4.94,0.587785252292473,0.0922
27.6,4.26,0.777145961456971,0.0712
28.7,4.39,0.913545457642601,0.0503
30.3,4.16,0.913545457642601,0.0511
31.2,4.21,0.882947592858927,0.0737
32.1,5.63,0.994521895368273,0.0962
32.4,5.57,0.987688340595138,0.1188
32.1,7.47,0.99026806874157,0.1413
32.1,7.47,0.99026806874157,0.1639
31.6,6.87,0.99026806874157,0.1743
31.9,7.84,0.994521895368273,0.1724
32.1,9.46,0.992546151641322,0.1706
32.1,9.63,0.996194698091746,0.1688
32.1,7.71,0.999390827019096,0.167
32.1,6.7,0.999390827019096,0.1651
32.1,6.56,0.99026806874157,0.1633
32.1,5.15,0.913545457642601,0.1615
32.1,5.88,0.848048096156426,0.1596
32.1,6.63,0.829037572555042,0.1578
32.1,6.98,0.788010753606722,0.156
32.1,6.15,0.694658370458997,0.1464
32.2,5.5,0.034899496702501,0.1289
32.1,6.55,0.325568154457157,0.1115
32.1,5.82,0.325568154457157,0.0941
32.4,5.32,0.0871557427476582,0.0767
32.9,3.54,-0.275637355816999,0.0593
33.3,3.55,-0.529919264233205,0.0419
33.5,3.67,-0.438371146789078,0.0345
33.7,3.54,-0.707106781186548,0.0371
33.9,4.53,-0.707106781186548,0.0397
33.6,4.83,-0.64278760968654,0.0423
33,4.95,-0.707106781186548,0.0449
32.6,5.23,-0.681998360062498,0.0475
32.7,4.78,-0.961261695938319,0.0521
32.4,5.34,-0.974370064785235,0.0586
32.5,5.99,-0.882947592858927,0.0651
32.6,4.89,-0.857167300702112,0.0717
32.8,4.65,-0.90630778703665,0.0782
33,5.76,-0.956304755963035,0.0847
32.9,6.24,-0.961261695938319,0.0912
33,6.4,-0.970295726275997,0.0978
33,6.63,-0.981627183447664,0.1043
31.2,7.14,-0.981627183447664,0.1108
29.2,6.83,-0.996194698091746,0.1174
28.2,7.79,-0.987688340595138,0.1269
29.2,7.18,-0.945518575599317,0.1395
29.9,6.93,-0.939692620785908,0.1521
30.5,7.2,-0.90630778703665,0.1646
31.2,7.32,-0.819152044288992,0.1772
32.4,6.12,-0.615661475325658,0.1898
34.9,6.45,-0.4067366430758,0.2024
37.4,7.42,-0.438371146789077,0.2292
41.5,7.44,-0.656059028990507,0.2702
42.4,7.01,-0.743144825477394,0.3112
41.5,9.04,-0.544639035015027,0.3522
39.3,8.72,-0.601815023152048,0.3932
35.7,8.89,-0.629320391049838,0.4342
31,8.82,-0.629320391049838,0.445
30.6,9.46,-0.587785252292473,0.4255
30,9.79,-0.642787609686539,0.406
29.4,9.28,-0.669130606358858,0.3865
28.9,8.49,-0.681998360062498,0.367
28.5,7.85,-0.681998360062498,0.3475
28.3,7.71,-0.681998360062498,0.328
27.7,6.79,-0.73135370161917,0.3085
27.8,7.16,-0.656059028990507,0.289
28,7.29,-0.681998360062498,0.2696
27.8,6.51,-0.707106781186547,0.2501
27.9,6.47,-0.629320391049838,0.2233
28,6.01,-0.681998360062498,0.1893
28.5,5.1,-0.669130606358858,0.1553
28.9,5.41,-0.469471562785891,0.1214
32.2,4.78,-0.275637355816999,0.0874
35.5,3.4,0.0348994967025011,0.0534
38.1,3.96,0.275637355816999,0.0194
40.4,4.03,0.241921895599668,0.0022
42.4,3.88,0.207911690817759,0.0018
43.8,4.63,0.241921895599668,0.0014
43.5,5.08,0.587785252292473,0.001
41.2,5.71,0.544639035015027,6e-04
38.1,7.02,0.469471562785891,2e-04
34.8,5.76,0.629320391049837,0.0137
33.5,6.55,0.559192903470747,0.041
33.2,6.4,0.629320391049837,0.0683
33.8,6.39,0.939692620785908,0.0956
33.7,5.57,0.951056516295154,0.1229
33.4,5.64,0.90630778703665,0.1502
33.1,4.74,0.743144825477394,0.1775
33.2,7.26,0.978147600733806,0.2048
33.6,7.31,0.999390827019096,0.2321
33.9,6.6,0.999390827019096,0.2594
34.1,6.81,0.998629534754574,0.2867
34.1,6.1,0.999390827019096,0.2857
33.9,4.82,0.996194698091746,0.2564
34.1,5.3,0.981627183447664,0.2271
34.2,6.16,0.974370064785235,0.1978
34.5,4.91,0.997564050259824,0.1685
34.7,5.06,0.987688340595138,0.1393
36.6,5.44,0.956304755963036,0.11
37.3,4.38,0.891006524188368,0.0945
37.7,4.83,0.891006524188368,0.0927
37.2,4.9,0.939692620785908,0.091
36.5,4.81,0.997564050259824,0.0893
35.7,4.74,0.951056516295154,0.0876
34.8,4.83,0.913545457642601,0.0859
34,5.7,0.788010753606722,0.0942
34.4,5.99,0.838670567945424,0.1124
34.4,6.44,0.669130606358858,0.1306
34.5,6.41,0.559192903470747,0.1488
34.6,5.85,0.544639035015027,0.167
34.6,5.71,0.544639035015027,0.1852
34.7,4.89,0.656059028990507,0.2035
34.8,5.16,0.848048096156426,0.2217
35.2,6.37,0.743144825477394,0.2399
35.8,7.63,0.927183854566787,0.2581
35.7,7.79,0.913545457642601,0.2763
36.6,8.74,0.838670567945424,0.2875
36.1,8.19,0.90630778703665,0.2917
36.6,7.78,0.882947592858927,0.2959
37.7,7.99,0.681998360062499,0.3
39.6,7.05,0.573576436351046,0.3042
42.4,6.16,0.529919264233205,0.3084
46,6.28,0.515038074910054,0.3125
45.6,7.08,0.515038074910054,0.3071
47.1,5.5,0.325568154457157,0.292
48.6,5.04,-0.121869343405147,0.2769
47.4,4.24,-0.707106781186547,0.2618
44.8,3.86,-0.933580426497202,0.2468
41.6,5.46,-0.819152044288992,0.2317
41.9,7.21,-0.829037572555042,0.2146
41.2,6.37,-0.743144825477394,0.1954
39.8,5.91,-0.559192903470747,0.1762
35.8,6.82,-0.573576436351046,0.1571
36.3,7.34,-0.615661475325658,0.1379
36.9,7.14,-0.73135370161917,0.1188
37.8,6.02,-0.743144825477394,0.0996
35,4.74,-0.743144825477394,0.0804
35.6,5.13,-0.544639035015027,0.0613
36.2,5.59,-0.694658370458997,0.0421
36.5,5.08,-0.809016994374947,0.023
36.1,4.44,-0.857167300702112,0.0124
36.6,4.23,-0.992546151641322,0.0105
37.7,4.1,-0.974370064785235,0.0086
37.5,4.13,-0.992546151641322,0.0067
37.5,3.6,-0.999390827019096,0.0048
38.3,2.65,-0.981627183447664,0.0029
38.8,2.24,-0.984807753012208,0.001
39.3,2.24,-0.984807753012208,0.0031
39.8,2.92,-0.927183854566787,0.0092
40.2,3.22,-0.898794046299167,0.0153
39.7,4.06,-0.788010753606722,0.0215
38.9,3.55,-0.848048096156426,0.0276
37.5,4.47,-0.766044443118978,0.0337
35.6,5.08,-0.809016994374948,0.0392
35.3,5.02,-0.681998360062498,0.0439
35,5.55,-0.559192903470747,0.0487
34.6,6.6,-0.529919264233205,0.0535
34.4,5.95,-0.453990499739547,0.0583
33.6,5.01,-0.484809620246337,0.063
32.7,4.83,-0.559192903470747,0.0678
32.6,5.02,-0.573576436351046,0.0726
32.3,5.38,-0.669130606358858,0.0773
32,5.38,-0.681998360062498,0.0821
32.2,5.28,-0.601815023152048,0.0869
32.1,5.08,-0.529919264233205,0.088
33.7,4.74,-0.573576436351046,0.0855
33.9,4.85,-0.529919264233205,0.083
33.8,5.38,-0.573576436351046,0.0805
34.8,5.88,-0.573576436351046,0.078
37.4,4.74,-0.573576436351046,0.0755
39.7,3.98,-0.469471562785891,0.073
41.3,3.54,-0.275637355816999,0.0717
41.3,3.58,-0.390731128489274,0.0714
41.4,3.61,-0.559192903470747,0.0711
41.3,3.84,-0.629320391049838,0.0708
40.2,4.22,-0.587785252292473,0.0705
37.8,5,-0.601815023152048,0.0703
35.5,4.88,-0.694658370458998,0.069
34.1,5.09,-0.73135370161917,0.0668
34.6,5.38,-0.73135370161917,0.0646
34.6,5.59,-0.681998360062498,0.0624
33.9,5.19,-0.64278760968654,0.0602
33.1,5.02,-0.681998360062498,0.058
32.5,4.95,-0.707106781186548,0.0558
32.5,5.33,-0.766044443118978,0.0536
32.7,5.36,-0.798635510047293,0.0514
32.5,5.25,-0.766044443118978,0.0492
31.7,5.74,-0.819152044288992,0.047
30.9,5.48,-0.788010753606722,0.0439
31.6,4.97,-0.866025403784439,0.0401
31.7,4.97,-0.866025403784439,0.0362
32.1,5.5,-0.891006524188368,0.0324
33.9,4.3,-0.809016994374948,0.0285
36.7,4.08,-0.515038074910054,0.0247
38.4,3.04,-0.694658370458998,0.0208
39.4,2.63,-0.156434465040231,0.0173
40.2,2.14,0.190808995376545,0.0142
40.5,0.63,0.309016994374947,0.011
40.3,1.17,0.939692620785908,0.0079
39.8,2.43,0.987688340595138,0.0047
36.1,2.7,0.777145961456971,0.0016
33.9,3.67,0.981627183447664,0.014
33.2,4.43,0.951056516295154,0.0419
32.8,5.12,0.997564050259824,0.0699
31.4,4.12,0.994521895368273,0.0979
32,4.23,0.992546151641322,0.1258
31.7,5.41,0.997564050259824,0.1538
31.9,7.13,0.996194698091746,0.1817
31.6,7.25,0.913545457642601,0.2097
32,7.56,0.898794046299167,0.2376
32,7.53,0.956304755963036,0.2656
32,7.67,0.992546151641322,0.2936
32.2,8,0.999847695156391,0.3102
32.5,8.61,0.974370064785235,0.3155
32.7,9.73,0.965925826289068,0.3208
32.8,9.34,0.933580426497202,0.3261
33.1,8.63,0.891006524188368,0.3314
34,10.65,0.829037572555042,0.3367
34.2,10.06,0.743144825477394,0.342
34.1,8.99,0.73135370161917,0.3359
34,8.79,0.656059028990507,0.3183
33.8,8.59,0.422618261740699,0.3008
33.2,9.18,0.275637355816999,0.2833
33,8.44,0.241921895599668,0.2657
32.6,8.04,0.190808995376545,0.2482
32.4,7.11,0.034899496702501,0.2423
32.5,8.2,-2.44921270764475e-16,0.2481
32.4,8.61,-0.156434465040231,0.2538
32,9.46,-0.275637355816999,0.2595
31,9.53,-0.358367949545301,0.2653
30,9.08,-0.469471562785891,0.271
29.5,9.13,-0.573576436351046,0.2768
29,8.96,-0.629320391049838,0.2825
28.3,8.78,-0.669130606358858,0.2882
27.5,8.79,-0.754709580222772,0.294
26.5,9.14,-0.798635510047293,0.2997
25.8,9.2,-0.798635510047293,0.3031
26.6,7.32,-0.819152044288992,0.3042
25.7,7.36,-0.857167300702112,0.3052
26.4,7.74,-0.838670567945424,0.3063
27.4,8.54,-0.838670567945424,0.3073
28.7,9.34,-0.788010753606722,0.3084
29.6,8.42,-0.798635510047293,0.3094
31.3,8.39,-0.777145961456971,0.3127
31.4,8.65,-0.829037572555042,0.3182
32.1,8.6,-0.838670567945424,0.3237
31.4,8.1,-0.838670567945424,0.3292
30.6,8.81,-0.882947592858927,0.3348
29.3,8.37,-0.90630778703665,0.3403
28,7.47,-0.978147600733806,0.3443
27.7,7.91,-0.987688340595138,0.3469
27.2,7.92,-0.997564050259824,0.3495
26.6,8.22,-0.984807753012208,0.3521
26.4,7.57,-0.978147600733806,0.3546
25.6,8.19,-0.951056516295154,0.3572
23.8,8.85,-0.951056516295154,0.3598
24,8.59,-0.965925826289068,0.3624
23.4,8.15,-0.970295726275997,0.365
23.2,7.84,-0.981627183447664,0.3675
22.6,7.84,-0.994521895368273,0.3701
21.9,7.82,-0.997564050259824,0.3728
23.5,6.94,-0.965925826289068,0.3754
22.6,7.52,-0.970295726275997,0.3781
22,7.77,-0.978147600733806,0.3808
21.8,8.15,-0.970295726275997,0.3835
22.2,7.89,-0.978147600733806,0.3862
22.4,7.79,-0.987688340595138,0.3888
22.7,8.19,-0.99026806874157,0.3902
24,7.85,-0.992546151641322,0.3902
25.1,7.5,-0.999847695156391,0.3902
26,7.65,-0.992546151641322,0.3903
25.7,7.32,-0.970295726275996,0.3903
24,8.44,-0.945518575599317,0.3903
23.5,9.81,-0.92050485345244,0.398
22.9,9.95,-0.984807753012208,0.4133
22.2,9.7,-0.999390827019096,0.4287
20.9,9.14,-0.996194698091746,0.444
19.3,8.91,-0.998629534754574,0.4593
18.5,8.71,-0.998629534754574,0.4747
18.3,8.96,-0.994521895368273,0.49
18.3,8.75,-0.981627183447664,0.5054
18.5,8.71,-0.965925826289068,0.5207
19.1,8.88,-0.92050485345244,0.5361
19.3,8.6,-0.92050485345244,0.5514
19.8,8.1,-0.913545457642601,0.5412
20.4,6.76,-0.913545457642601,0.5056
21.7,6.65,-0.933580426497202,0.4699
22.6,6.57,-0.898794046299167,0.4342
23.9,7.75,-0.777145961456971,0.3986
25.1,7.57,-0.681998360062498,0.3629
26.7,7.36,-0.681998360062498,0.3272
26.7,7.61,-0.777145961456971,0.3084
27,7.91,-0.819152044288992,0.3064
27.5,8.27,-0.819152044288992,0.3044
27.9,9.24,-0.809016994374948,0.3024
27.5,8.07,-0.829037572555042,0.3004
26.7,7.99,-0.829037572555042,0.2983
24.9,7.74,-0.994521895368273,0.2913
23.8,7.79,-0.961261695938319,0.2792
24.2,6.89,-0.945518575599317,0.2671
23.7,6.57,-0.898794046299167,0.255
22.6,6.12,-0.788010753606722,0.2429
22.4,6.54,-0.629320391049838,0.2308
21.9,6.45,-0.656059028990507,0.2187
21.1,5.97,-0.857167300702112,0.2066
20.8,6.66,-0.898794046299167,0.1946
19.9,6.71,-0.882947592858927,0.1825
