"temperature_2m","windspeed_100m","sin_wd_100","Power"
83,1.55,-0.258819045102521,0.1274
83.3,2.06,-0.629320391049838,0.1288
83.3,2.45,-0.20791169081776,0.1302
83.3,2.94,-0.17364817766693,0.1315
82.1,3.73,-0.342020143325669,0.1329
81.1,3.1,-0.0348994967025008,0.1343
80.9,0.42,-0.707106781186548,0.1356
78.1,4.1,-0.559192903470747,0.137
73.3,7.34,-0.292371704722737,0.1384
71.6,8.63,-0.224951054343865,0.1397
69.4,7.62,-0.0697564737441256,0.1411
68.5,7.02,-0.0697564737441256,0.1425
66.4,6.74,-0.104528463267653,0.1438
63.9,6.36,-0.275637355816999,0.1452
61.5,6.15,-0.374606593415912,0.1466
59.6,5.55,-0.390731128489274,0.1479
57.7,5.28,-0.325568154457157,0.1493
56.8,5.25,-0.309016994374948,0.1395
60.4,3.35,-0.17364817766693,0.1184
64,2.01,-0.453990499739547,0.0973
67.6,0.85,-0.358367949545301,0.0762
70.7,0.51,-0.190808995376545,0.0552
73,1.63,-0.73135370161917,0.0341
74.7,2.2,-0.629320391049838,0.013
75.7,1.32,-0.156434465040231,0.0254
76.4,0.81,0.5,0.0711
76.9,0.63,0.309016994374948,0.1168
77.3,1.28,0.629320391049837,0.1626
76.6,2.25,0.848048096156426,0.2083
76.3,2.42,-0.788010753606722,0.254
75.6,2.06,-0.874619707139396,0.2998
69.8,1.7,-0.707106781186547,0.3455
69.7,7.94,0.754709580222772,0.3913
69,7.03,0.4067366430758,0.437
66.7,6.74,-0.104528463267653,0.4827
66.1,7.91,0.0523359562429438,0.5285
65.3,7.2,0.241921895599668,0.5742
64.9,7.14,0.104528463267654,0.6199
62.6,5.92,0.0871557427476582,0.6657
63,8.1,0.309016994374948,0.7114
62.6,8.59,0.469471562785891,0.7571
62.9,8.89,0.629320391049837,0.7804
64.1,11.6,0.681998360062499,0.7813
64,10.15,0.642787609686539,0.7821
64.4,9.12,0.719339800338651,0.7829
63.6,12.35,0.819152044288992,0.7838
63.9,13.17,0.743144825477394,0.7846
67.2,12.73,0.5,0.7855
71.5,11.23,0.559192903470747,0.7775
70.5,12.27,0.656059028990507,0.7608
71.4,11.67,0.438371146789077,0.7442
77.1,9.82,0.258819045102521,0.7275
79.7,8.91,0.156434465040231,0.7108
81.5,9.27,0.342020143325669,0.6941
81.2,10.18,0.390731128489274,0.6865
79.7,9.97,0.3583679495453,0.6881
77.4,10.29,0.469471562785891,0.6897
75.5,10.93,0.573576436351046,0.6912
75,11.58,0.453990499739547,0.6928
75.4,11.77,0.3583679495453,0.6944
75.5,11.65,0.207911690817759,0.6959
75.6,11.51,0.0348994967025011,0.6975
75.9,11.73,-0.0697564737441253,0.6991
76,11.58,-0.121869343405147,0.7006
75.9,11.41,-0.139173100960066,0.7022
75.7,10.9,-0.139173100960066,0.6865
77.9,12.15,-0.342020143325669,0.6536
79.2,11.73,-0.292371704722737,0.6207
81.3,10.07,-0.4067366430758,0.5878
83.5,9.93,-0.422618261740699,0.5549
85.4,9.35,-0.529919264233205,0.522
87,9.35,-0.422618261740699,0.4891
88.6,10.02,-0.241921895599668,0.4819
90.1,9.65,-0.17364817766693,0.5005
91.3,9.32,-0.156434465040231,0.5191
91.8,9.55,-0.104528463267653,0.5377
90.5,9.3,-0.0174524064372836,0.5562
89.3,9,-0.0174524064372836,0.5748
86.2,11.6,1.22460635382238e-16,0.5842
84,11.2,-0.0348994967025009,0.5842
82.7,11,1.22460635382238e-16,0.5843
82.3,11.5,-0.0174524064372836,0.5844
82.2,11.82,-0.0523359562429436,0.5845
81.4,12.09,-0.121869343405147,0.5846
80.7,11.88,-0.121869343405147,0.5846
79.6,10.87,-0.17364817766693,0.5847
78.7,10.58,-0.258819045102521,0.5848
78,8.71,-0.224951054343865,0.5849
74.9,8.22,0.998629534754574,0.585
73.9,10.69,0.848048096156426,0.5771
78.1,10.36,-0.17364817766693,0.5613
78.4,8.9,-0.139173100960066,0.5454
79.9,7.93,-0.0871557427476579,0.5296
82.1,6.96,-0.20791169081776,0.5138
84.3,7.94,-0.325568154457157,0.498
86,8.37,-0.20791169081776,0.4822
87.7,9.19,-0.139173100960066,0.4749
89.4,9.6,-0.139173100960066,0.4763
89.5,10.72,-0.0523359562429436,0.4777
88.5,9.8,0.0174524064372834,0.4791
89.3,11.42,-0.0523359562429436,0.4804
88.8,9.6,0.0348994967025011,0.4818
87.1,10.74,-0.156434465040231,0.4818
85.1,10.45,-0.0871557427476579,0.4803
83.7,10.35,-0.104528463267653,0.4788
82.4,10.3,0.0174524064372834,0.4773
81.7,10.92,-0.0523359562429436,0.4759
80.9,10.8,-0.0348994967025009,0.4744
79.7,10.32,0.0523359562429438,0.4729
79.3,10.8,-0.0348994967025009,0.4714
79,10.72,-0.156434465040231,0.4699
78.6,10.58,-0.224951054343865,0.4685
78.3,10.46,-0.224951054343865,0.467
77.9,10.32,-0.20791169081776,0.47
78.9,10.29,-0.469471562785891,0.4776
80.2,9.71,-0.422618261740699,0.4852
81.9,9.13,-0.484809620246337,0.4927
83.7,9.62,-0.453990499739547,0.5003
85.6,10.34,-0.5,0.5079
86.2,10.94,-0.587785252292473,0.5155
84.5,8.38,-0.587785252292473,0.4885
86.4,8.84,-0.615661475325658,0.427
84.9,8.58,-0.587785252292473,0.3656
83.8,7.07,-0.544639035015027,0.3041
83.9,5.2,-0.5,0.2426
86.2,5.41,-0.20791169081776,0.1811
85.9,8.45,-0.3583679495453,0.1447
84,8.88,-0.20791169081776,0.1334
82.6,9.31,-0.258819045102521,0.1222
82.1,9.9,-0.241921895599668,0.1109
81.3,8.99,-0.3583679495453,0.0996
78.8,6.4,-0.629320391049838,0.0883
76.6,3.76,-0.956304755963035,0.077
76.1,6.15,-0.694658370458997,0.0657
74.1,2.95,-0.469471562785891,0.0545
72.9,2.01,-0.104528463267653,0.0432
72.9,4.84,-0.121869343405147,0.0319
73.5,5.49,-0.544639035015027,0.0303
74.7,2.12,-0.99026806874157,0.0383
76.8,2.33,-0.422618261740699,0.0463
79.7,3.77,-0.190808995376545,0.0544
79.7,3.55,-0.529919264233205,0.0624
80.2,2.66,-0.939692620785908,0.0704
83,2.43,-0.987688340595138,0.0784
84.4,2.32,-0.992546151641322,0.0865
84.7,2.41,-0.669130606358858,0.0945
78.6,4.4,-0.777145961456971,0.1025
79.9,2.31,0.0871557427476582,0.1106
81.7,2.1,0.422618261740699,0.1186
81.7,2.5,0.961261695938319,0.1266
79.4,1.41,0.99026806874157,0.1252
76.1,3.07,0.325568154457157,0.1143
74.8,2.65,0.981627183447664,0.1035
74,4.27,0.933580426497202,0.0926
73.6,4,0.798635510047293,0.0818
72.2,5.82,0.874619707139396,0.0709
72.2,4.89,0.754709580222772,0.0601
71.7,5.94,0.544639035015027,0.0492
71.4,7.61,0.17364817766693,0.0384
71.4,5.18,-0.17364817766693,0.0275
70.7,3.22,0.121869343405148,0.0167
70.6,2.04,0.190808995376545,0.0107
71.2,1.52,-0.390731128489274,0.0096
71,1.02,0.981627183447664,0.0086
70.6,3.59,0.974370064785235,0.0075
72.9,5.8,0.529919264233205,0.0064
73.7,5.69,0.309016994374948,0.0054
75.2,3.13,0.121869343405148,0.0043
77.3,1.73,0.17364817766693,0.0113
78.6,2.22,0.587785252292473,0.0264
79.8,2.58,0.587785252292473,0.0414
80,1.92,0.777145961456971,0.0565
80.3,2.33,0.857167300702112,0.0716
80.8,1.79,0.453990499739547,0.0867
81.6,3.71,-0.970295726275997,0.1017
78.6,3.68,-0.681998360062498,0.1168
75.4,2.91,-0.453990499739547,0.1319
74.1,2.4,-0.292371704722737,0.1469
72.9,2.12,0.325568154457157,0.162
70.7,3,-0.601815023152048,0.1771
69.6,1.1,0.996194698091746,0.1922
68.9,3.35,0.984807753012208,0.2072
68.4,3.83,0.992546151641322,0.2223
68.1,4.63,0.838670567945424,0.2374
67.6,3.18,0.4067366430758,0.2525
67.9,4.37,0.981627183447664,0.2445
68.2,3.26,0.453990499739547,0.2136
69.7,1.91,0.104528463267653,0.1826
70.2,2.93,0.139173100960065,0.1517
72.6,6.08,0.156434465040231,0.1207
72.4,7.27,0.529919264233205,0.0898
70.5,7.13,0.559192903470747,0.0588
71.9,5.67,0.656059028990507,0.0522
70.4,7.71,0.829037572555042,0.0698
70.5,7.16,0.838670567945424,0.0873
72.1,9.06,0.981627183447664,0.1049
71.8,9.33,0.997564050259824,0.1225
71.2,8.3,1,0.1401
70.4,3.71,-0.891006524188368,0.1428
70.3,6.06,-0.788010753606722,0.1306
67.6,7.66,-0.809016994374947,0.1184
66.3,5.73,-0.73135370161917,0.1063
65.8,5.52,-0.573576436351046,0.0941
64.3,5.37,-0.4067366430758,0.0819
62.9,5.3,0.0348994967025011,0.0698
62,4.85,0.529919264233205,0.0576
61.8,4.88,0.694658370458997,0.0454
61.5,4.46,0.719339800338651,0.0333
61.1,2.72,0.956304755963036,0.0211
61.8,2.65,0.981627183447664,0.0295
64.1,4.54,0.99026806874157,0.0584
65,5.36,0.987688340595138,0.0873
66.3,6.77,0.974370064785235,0.1162
67,7.8,0.92050485345244,0.1452
69.1,7.69,0.882947592858927,0.1741
70.6,8.21,0.927183854566787,0.203
71.5,8.21,0.829037572555042,0.234
70.2,9.14,0.656059028990507,0.2669
70.6,8.49,0.559192903470747,0.2998
71.6,9.35,0.529919264233205,0.3327
69.8,9.57,0.559192903470747,0.3656
69.3,8.7,0.615661475325658,0.3985
66.3,8.85,0.743144825477394,0.3986
65,8.86,0.754709580222772,0.3657
63.9,8,0.798635510047293,0.3329
63,6.88,0.656059028990507,0.3001
62.5,8.08,0.587785252292473,0.2672
60.5,7.99,0.694658370458997,0.2344
58.8,7.57,0.681998360062498,0.2015
58.6,6.67,0.5,0.1687
58.5,6.58,0.469471562785891,0.1359
58.5,6.8,0.544639035015027,0.103
58.4,6.58,0.587785252292473,0.0702
58,5.99,0.544639035015027,0.0567
59.1,5.73,0.484809620246337,0.0626
61.7,5.74,0.390731128489274,0.0685
65.1,6.32,0.390731128489274,0.0744
68.4,6.5,0.515038074910054,0.0803
71,6.67,0.642787609686539,0.0862
72.9,5.38,0.819152044288992,0.0921
74.5,5.36,0.970295726275996,0.0954
75.3,5.19,0.945518575599317,0.0962
75.7,4.8,0.857167300702112,0.097
74.3,4.33,0.766044443118978,0.0978
74.8,3.26,0.73135370161917,0.0986
73.8,2.97,0.743144825477394,0.0994
73.7,2.01,0.891006524188368,0.1001
72.9,1.43,0.978147600733806,0.1009
68.6,3.98,0.207911690817759,0.1017
67.2,4.27,-0.275637355816999,0.1025
64.1,2.73,0.4067366430758,0.1033
62.2,2.92,-0.104528463267653,0.1041
61.5,3.38,-0.559192903470747,0.1049
60.9,3.61,-0.669130606358858,0.1057
61.4,1.99,-0.309016994374947,0.1065
60.8,2.18,-0.275637355816999,0.1073
59.8,2.33,-0.515038074910054,0.1081
59.3,1.8,-0.0523359562429436,0.1089
63.1,1.1,-0.996194698091746,0.1096
66.5,1.14,-0.965925826289068,0.1104
69.9,1.33,-0.974370064785235,0.1112
72.1,1.7,-0.882947592858927,0.112
73.3,1.58,-0.309016994374947,0.1128
75.1,2.79,0.258819045102521,0.1136
76.6,4.41,0.224951054343865,0.1144
76.6,5.02,0.104528463267654,0.1152
76.6,4.95,-0.139173100960066,0.116
76.1,5.28,-0.325568154457157,0.1168
75.6,5.66,-0.139173100960066,0.1176
75.7,4.88,-0.390731128489274,0.1184
74.8,6.04,-0.453990499739547,0.1276
72.2,5.26,-0.156434465040231,0.1452
69.2,4.9,-0.0348994967025009,0.1628
69.2,6.1,-0.309016994374947,0.1804
67.6,5.87,-0.156434465040231,0.198
66.7,5.81,0.190808995376545,0.2156
66.1,6.29,0.309016994374948,0.2332
64.8,4.72,0.3583679495453,0.2509
64.9,5.79,0.3583679495453,0.2685
64.3,6.48,0.156434465040231,0.2861
64,6.98,0.453990499739547,0.3037
63.8,7.47,0.438371146789077,0.3095
66.3,8.12,0.615661475325658,0.3034
68.6,8.22,0.601815023152048,0.2973
71.3,7.84,0.615661475325658,0.2912
74.2,6.74,0.573576436351046,0.2852
76.2,6.94,0.469471562785891,0.2791
77.4,7.94,0.292371704722737,0.273
76.3,6.65,0.207911690817759,0.2721
79.3,5.88,0.529919264233205,0.2762
80.9,7.7,0.5,0.2804
79.6,7.44,0.515038074910054,0.2846
77.9,6.74,0.819152044288992,0.2888
72.3,4.87,0.156434465040231,0.2929
74.4,7.38,0.469471562785891,0.3122
72.8,7.87,0.438371146789077,0.3466
71,6.8,0.587785252292473,0.381
69.6,5.3,0.529919264233205,0.4154
69.2,5.2,0.615661475325658,0.4498
68.5,5.92,0.798635510047293,0.4842
68.3,7.52,0.874619707139396,0.5187
68.7,8.49,0.829037572555042,0.5531
68.2,7.12,0.615661475325658,0.5875
67.2,7.75,0.629320391049837,0.6219
66.6,8.13,0.694658370458997,0.6563
66.4,8.13,0.719339800338651,0.6668
67,9.14,0.754709580222772,0.6533
68.8,9.04,0.788010753606722,0.6398
70.7,9.16,0.809016994374947,0.6263
72.5,11.6,0.719339800338651,0.6128
73.9,11.1,0.694658370458997,0.5993
75.6,9.35,0.819152044288992,0.5859
76.3,10.65,0.882947592858927,0.5945
75.8,10.75,0.92050485345244,0.6253
73.5,10.17,0.965925826289068,0.6561
71.9,10.06,0.945518575599317,0.6868
74,12.91,0.939692620785908,0.7176
73.3,10.68,0.927183854566787,0.7484
71.2,12.16,0.898794046299167,0.7422
68.7,12.44,0.90630778703665,0.6991
67.6,10.65,0.913545457642601,0.6561
67.9,8.77,0.819152044288992,0.613
67.6,8.96,0.573576436351046,0.5699
67.4,8.2,0.5,0.5269
67.2,8.26,0.615661475325658,0.4838
66,7.79,0.544639035015027,0.4407
65.7,6.74,0.3583679495453,0.3977
64.9,5.63,0.207911690817759,0.3546
64.6,4.43,0.309016994374948,0.3115
64.5,3.2,-0.241921895599668,0.2718
64.5,5.4,0.0174524064372834,0.2354
66.2,3.31,0.0871557427476582,0.1989
68.1,3.21,-0.0871557427476579,0.1625
69.4,2.65,-0.190808995376545,0.1261
70.9,1.4,-0.0697564737441253,0.0896
72.8,1.71,0.992546151641322,0.0532
74.1,2.47,0.970295726275996,0.0415
75,1.75,0.857167300702112,0.0544
76.1,1.2,0.0871557427476582,0.0673
77.6,3.18,-0.469471562785891,0.0802
77.8,4.1,-0.559192903470747,0.0931
78.1,4.79,-0.484809620246337,0.106
75.8,6.33,-0.275637355816999,0.1205
73.8,5.28,-0.17364817766693,0.1366
68.3,3.91,0.0697564737441253,0.1527
67.3,4.48,0.4067366430758,0.1687
65.8,4.62,0.374606593415912,0.1848
64,3.89,0.309016994374947,0.2008
62.9,3.38,0.325568154457157,0.2169
61.2,2.57,0.224951054343865,0.233
60.7,2.15,0.374606593415912,0.249
61.2,2.44,-0.325568154457157,0.2651
61.3,3.49,-0.4067366430758,0.2812
60.5,3.31,-0.0523359562429444,0.2972
64.4,2.5,0.601815023152048,0.3133
68.5,2.31,0.0871557427476582,0.3293
71.8,1.4,-0.0697564737441256,0.3454
73.5,0.5,-0.601815023152048,0.3615
74.8,2.77,0.656059028990507,0.3775
76.6,2.5,0.798635510047293,0.3936
77.8,2.62,0.992546151641322,0.4012
79.4,1.26,0.309016994374948,0.4005
81.5,0.95,-0.309016994374947,0.3997
82.8,0.82,-0.970295726275997,0.399
83.4,1.49,-0.669130606358858,0.3982
82.4,2.52,-0.121869343405147,0.3975
80.2,1.6,-2.44921270764475e-16,0.3967
78.8,2.1,0.90630778703665,0.3959
75,4.52,0.996194698091746,0.3952
72.3,4.78,0.939692620785908,0.3944
70.4,4.56,0.898794046299167,0.3937
70.2,5.1,0.882947592858927,0.3929
69.6,5.63,0.838670567945424,0.3922
68.9,5.59,0.719339800338651,0.3914
68.3,5.39,0.642787609686539,0.3906
67.6,5.09,0.707106781186548,0.3899
66.7,4.83,0.559192903470747,0.3891
67,5.81,0.453990499739547,0.3988
70.3,6.12,0.615661475325658,0.4188
73.8,5.95,0.656059028990507,0.4387
77,5.66,0.587785252292473,0.4588
79,5.28,0.798635510047293,0.4788
81.6,5.35,0.838670567945424,0.4987
83.2,7.36,0.681998360062499,0.5187
81.9,9.26,0.788010753606722,0.516
81,8.51,0.559192903470747,0.4905
82.8,9.95,0.374606593415912,0.4651
85.8,9.96,0.325568154457157,0.4396
85,10.26,0.4067366430758,0.4141
84.2,7.5,0.707106781186548,0.3886
82.9,9.62,0.469471562785891,0.3939
81.4,8.92,0.342020143325669,0.43
79.2,8.85,0.453990499739547,0.466
77.8,9.65,0.559192903470747,0.5021
77.2,9.5,0.5,0.5382
76.5,9.14,0.390731128489274,0.5742
77,9.71,0.325568154457157,0.6103
78,8.88,0.207911690817759,0.6464
80,10.07,-0.121869343405147,0.6825
80.5,11.26,-0.20791169081776,0.7185
79.3,11.11,-0.241921895599668,0.7546
78.7,10.82,-0.325568154457157,0.7609
79.4,11.09,-0.374606593415912,0.7374
81,11.17,-0.292371704722737,0.714
83.1,10.89,-0.258819045102521,0.6905
85,10.73,-0.275637355816999,0.667
87,10.59,-0.325568154457157,0.6436
89.2,10.22,-0.275637355816999,0.6201
90.9,10.06,-0.104528463267653,0.6118
91.4,10.93,-0.0697564737441253,0.6186
91.8,11.39,-0.121869343405147,0.6254
91.7,11.44,-0.0871557427476579,0.6321
91,11.3,1.22460635382238e-16,0.6389
90.1,12.12,-0.0523359562429436,0.6457
88.3,11.9,1.22460635382238e-16,0.6432
86.4,12,1.22460635382238e-16,0.6313
85,12.11,-0.0348994967025009,0.6195
84.7,13.42,-0.0523359562429436,0.6076
84.2,14.34,-0.0697564737441253,0.5958
83.5,14.47,-0.156434465040231,0.5839
82.8,14.58,-0.258819045102521,0.5721
82.2,14.05,-0.342020143325669,0.5602
81.8,12.58,-0.484809620246337,0.5484
80.8,11.13,-0.573576436351046,0.5365
79.7,9.37,-0.642787609686539,0.5247
78.3,7.48,-0.615661475325658,0.4943
78.5,7.03,-0.642787609686539,0.4455
79.9,7.88,-0.342020143325669,0.3967
80.7,7.03,-0.4067366430758,0.3479
82.3,5.53,-0.104528463267653,0.2991
84.4,7.29,-0.681998360062498,0.2503
79.1,8.17,-0.927183854566787,0.2015
74.2,3.31,0.422618261740699,0.182
75.6,1.86,-0.587785252292473,0.1919
80.8,0.41,0.970295726275996,0.2017
81.7,2.53,0.987688340595138,0.2115
82.2,4.53,0.656059028990507,0.2214
79.1,5.5,0.453990499739547,0.2312
75.4,5.59,0.913545457642601,0.2277
74,4.53,0.104528463267654,0.2107
72.8,3.18,0.882947592858927,0.1938
71.3,4.39,0.754709580222772,0.1769
71.1,2.97,0.669130606358858,0.16
70.8,4.61,0.913545457642601,0.1431
70.6,4.01,0.997564050259824,0.1261
70.2,4.88,0.965925826289068,0.1092
69.6,6.91,0.559192903470747,0.0923
69.6,6.49,0.484809620246337,0.0754
69.9,6.53,-0.258819045102521,0.0585
71,5.65,-0.224951054343865,0.0524
69.5,5.37,-0.913545457642601,0.0572
70.4,7.26,-0.992546151641322,0.0621
69.1,10.51,-0.99026806874157,0.0669
70.5,10.65,-0.913545457642601,0.0717
71,8.01,-0.656059028990507,0.0765
72.9,7.6,-0.838670567945424,0.0813
74.5,8.8,-0.848048096156426,0.0842
74.9,8.94,-0.809016994374948,0.085
75.9,8.26,-0.788010753606722,0.0858
77,7.45,-0.766044443118978,0.0867
77.6,7.38,-0.754709580222772,0.0875
76.5,6.84,-0.891006524188368,0.0883
75.9,4.96,-0.829037572555042,0.1034
73.8,3.64,-0.798635510047293,0.1327
69.5,2.47,-0.970295726275997,0.162
67.1,2.53,-0.951056516295154,0.1914
66.9,4.03,-0.866025403784438,0.2207
66.5,5.52,-0.848048096156426,0.25
65.6,5.87,-0.866025403784438,0.2793
65.2,6.44,-0.681998360062498,0.3086
64.9,7.12,-0.484809620246337,0.338
64.2,7.11,-0.629320391049838,0.3673
63.7,7.29,-0.743144825477394,0.3966
63.4,7.18,-0.777145961456971,0.4055
66.2,6.74,-0.754709580222772,0.3941
69.4,5.86,-0.601815023152048,0.3826
72.9,5.33,-0.390731128489274,0.3711
75.9,5.83,-0.374606593415912,0.3597
78.2,6.13,-0.104528463267653,0.3482
79.8,7.06,0.207911690817759,0.3367
81,6.72,0.0697564737441255,0.342
81.8,6.91,-0.0523359562429436,0.364
82.4,7.4,1.22460635382238e-16,0.3861
82.5,7.52,0.0871557427476582,0.4081
82.4,7.82,0.0697564737441255,0.4301
81.8,7.72,0.0697564737441255,0.4521
80.5,7.75,0.190808995376545,0.478
78.1,8.48,0.292371704722737,0.5078
75.6,9.4,0.3583679495453,0.5376
74.4,10.38,0.3583679495453,0.5674
73.9,10.21,0.309016994374948,0.5973
72.6,9.34,0.275637355816999,0.6271
71.9,10.78,0.325568154457157,0.6569
71.2,11.45,0.325568154457157,0.6867
70.3,11.04,0.207911690817759,0.7165
70,10.24,0.17364817766693,0.7463
68.9,7.7,0.0174524064372834,0.7761
67.7,7.43,0.190808995376545,0.7378
69.5,9.84,0.325568154457157,0.6314
71.8,9.97,0.3583679495453,0.525
74.6,8.01,0.469471562785891,0.4186
77.4,6.66,0.438371146789077,0.3122
80.2,5.5,0.453990499739547,0.2058
82.8,5.91,0.469471562785891,0.0994
84.7,6.57,0.438371146789077,0.0774
86,7.57,0.484809620246337,0.1397
86.4,8.36,0.438371146789077,0.202
86.9,7.84,0.325568154457157,0.2643
86.4,7.56,0.4067366430758,0.3266
86.3,7.48,0.5,0.3889
84.9,8.36,0.601815023152048,0.4319
83,9.04,0.573576436351046,0.4557
81.1,9.75,0.629320391049837,0.4795
79.3,9.75,0.629320391049837,0.5033
78.7,10.4,0.573576436351046,0.5271
78.1,10.51,0.469471562785891,0.5509
77.3,9.77,0.342020143325669,0.5747
76.4,8.89,0.325568154457157,0.5985
75.7,8.64,0.4067366430758,0.6223
75.4,8.72,0.469471562785891,0.6461
75,9.12,0.453990499739547,0.6699
74.8,9.15,0.374606593415912,0.6647
78.4,9.82,-0.156434465040231,0.6306
80.2,7.97,-0.309016994374947,0.5965
82.6,6.53,-0.190808995376545,0.5624
84.4,6.45,-0.121869343405147,0.5283
86.1,6.14,-0.121869343405147,0.4943
87.3,5.95,-0.292371704722737,0.4602
87.8,5.89,-0.3583679495453,0.4306
88.8,5.27,-0.544639035015027,0.4055
87.9,6.61,-0.309016994374947,0.3805
87.9,6.32,-0.390731128489274,0.3554
88.4,6.43,-0.258819045102521,0.3303
88.2,6.18,-0.241921895599668,0.3053
85.8,3.49,-0.453990499739547,0.2811
83.9,3.01,-0.0697564737441253,0.2579
75.8,9.94,-0.809016994374948,0.2347
75.4,2.33,-0.857167300702112,0.2115
73.6,4.39,-0.754709580222772,0.1883
71.8,0.1,1.22460635382238e-16,0.1651
71.7,4.22,-0.515038074910054,0.1419
71.9,6.31,-0.656059028990507,0.1187
72.1,6.57,-0.838670567945424,0.0955
72.1,6.12,-0.615661475325658,0.0723
71.9,4.56,-0.898794046299167,0.0491
70,3.98,-0.90630778703665,0.0577
70.9,7.19,-0.529919264233205,0.0981
74.1,6.58,-0.719339800338651,0.1385
75.7,6.31,-0.453990499739547,0.1789
77.4,8.13,0.0871557427476582,0.2193
77.4,7.51,0.17364817766693,0.2598
79.4,7.32,0.241921895599668,0.3002
80.3,6.48,0.224951054343865,0.2998
81.1,5.94,0.224951054343865,0.2587
81.6,6.4,0.17364817766693,0.2176
80.5,6.04,0.207911690817759,0.1765
80.2,5.6,0.275637355816999,0.1354
79.1,5.14,0.224951054343865,0.0943
77.5,5.17,0.258819045102521,0.0868
74.9,5.46,0.241921895599668,0.1128
71.7,6.17,0.342020143325669,0.1388
69.7,6.31,0.453990499739547,0.1648
68.3,6.59,0.5,0.1909
67.2,6.98,0.484809620246337,0.2169
66.3,6.98,0.484809620246337,0.2429
65,6.49,0.422618261740699,0.2689
63.8,6.17,0.422618261740699,0.2949
63.3,6.66,0.587785252292473,0.321
62.9,6.95,0.766044443118978,0.347
62.2,6.4,0.90630778703665,0.3414
64.5,6.17,0.99026806874157,0.3043
67.3,5.4,0.999390827019096,0.2671
69.7,5.49,0.984807753012208,0.23
72,5.29,0.965925826289068,0.1929
74.1,4.48,0.913545457642601,0.1557
75.9,4.17,0.719339800338651,0.1186
77.3,3.41,0.642787609686539,0.1099
78.2,3.04,0.719339800338651,0.1296
78.8,3.19,0.754709580222772,0.1493
79.2,3.33,0.838670567945424,0.169
79,4,0.798635510047293,0.1887
78.4,4.07,0.882947592858927,0.2084
77.2,4.4,0.998629534754574,0.2281
74.8,4.7,0.999847695156391,0.2478
71.2,5.91,0.913545457642601,0.2675
70.2,7.52,0.754709580222772,0.2872
69.3,8.45,0.642787609686539,0.3069
68.2,7.66,0.587785252292473,0.3266
66.7,7.07,0.544639035015027,0.3463
65.7,6.89,0.438371146789077,0.366
64.9,6.94,0.422618261740699,0.3857
64.3,6.93,0.453990499739547,0.4054
63.7,7.34,0.484809620246337,0.4251
63.2,7.78,0.469471562785891,0.4212
65,7.69,0.275637355816999,0.3935
67.2,6.58,0.292371704722737,0.3658
69.6,6.26,0.292371704722737,0.3381
72,6.29,0.309016994374948,0.3104
74.2,6.53,0.258819045102521,0.2828
76.5,6.57,0.224951054343865,0.2551
78.3,6.73,0.190808995376545,0.2473
79.7,6.84,0.207911690817759,0.2595
80.4,6.84,0.207911690817759,0.2717
80.9,6.82,0.241921895599668,0.2838
80.7,6.77,0.275637355816999,0.296
80,6.79,0.241921895599668,0.3082
78.6,6.68,0.292371704722737,0.3265
76.1,7.56,0.342020143325669,0.3511
73.3,8.41,0.309016994374948,0.3757
71.1,8.38,0.342020143325669,0.4003
68.7,8.23,0.3583679495453,0.4249
67.2,8.13,0.275637355816999,0.4494
65.8,8.01,0.275637355816999,0.474
64.7,8.34,0.241921895599668,0.4986
63.9,8.75,0.190808995376545,0.5232
63.9,9.4,1.22460635382238e-16,0.5478
63.7,9.15,-0.104528463267653,0.5723
63,8.91,-0.156434465040231,0.5492
64.8,8.37,-0.258819045102521,0.4783
67.8,7.47,-0.275637355816999,0.4075
71.1,5.83,-0.374606593415912,0.3366
74.2,5.73,-0.275637355816999,0.2658
76.7,6.4,-0.0348994967025009,0.1949
78.8,6,-0.0348994967025009,0.1241
80.4,6.23,0.104528463267654,0.1125
81.8,6.54,0.104528463267654,0.1602
82.5,7.24,0.104528463267654,0.2079
82.7,7.21,0.0348994967025011,0.2557
82.5,7.3,1.22460635382238e-16,0.3034
81.7,7.5,-0.0174524064372836,0.3511
80.2,7.11,-0.0348994967025009,0.3867
77.4,8.22,0.0523359562429438,0.4101
74.3,8.61,0.0523359562429438,0.4335
72.5,8.91,0.0523359562429438,0.4569
70.9,8.24,-0.104528463267653,0.4803
69.7,8.5,-0.156434465040231,0.5038
69.3,9.49,-0.139173100960066,0.5272
68.2,8.85,-0.241921895599668,0.5506
67.2,8.64,-0.342020143325669,0.574
66.9,8.72,-0.422618261740699,0.5974
67.1,9.06,-0.515038074910054,0.6208
67.4,9.23,-0.5,0.5961
70.2,8.82,-0.629320391049838,0.5232
72.9,8.34,-0.707106781186547,0.4504
76.1,7.71,-0.73135370161917,0.3775
78.7,7.05,-0.848048096156426,0.3046
81.2,6.49,-0.90630778703665,0.2318
83.4,5.66,-0.99026806874157,0.1589
84.9,4.9,-0.999847695156391,0.1239
85.9,4.18,-0.956304755963035,0.1267
87.3,4.25,-0.866025403784439,0.1295
87.3,3.26,-0.766044443118978,0.1323
87.7,3.13,-0.292371704722737,0.1351
87.1,3.4,0.034899496702501,0.1379
86.6,2.64,-0.422618261740699,0.1407
84,2.92,0.104528463267653,0.1435
80.8,5.5,0.453990499739547,0.1462
78.6,6.88,0.587785252292473,0.149
76.9,6.16,0.669130606358858,0.1518
